High,Low,Open,Close,Volume,Adj Close
320.43499755859375,314.00299072265625,320.43499755859375,314.2489929199219,8036550,314.2489929199219
315.8389892578125,313.56500244140625,314.0790100097656,315.0320129394531,7860650,315.0320129394531
315.1499938964844,281.0820007324219,314.84600830078125,281.0820007324219,33054400,281.0820007324219
287.2300109863281,257.61199951171875,281.14599609375,264.19500732421875,55629100,264.19500732421875
278.34100341796875,265.0840148925781,265.0840148925781,274.4739990234375,43962800,274.4739990234375
287.5530090332031,272.6960144042969,274.6109924316406,286.1889953613281,23245700,286.1889953613281
298.7539978027344,283.0790100097656,286.0769958496094,294.3370056152344,24866800,294.3370056152344
294.135009765625,282.17498779296875,294.135009765625,283.3489990234375,19982500,283.3489990234375
291.114013671875,280.5329895019531,282.38299560546875,290.4079895019531,18718600,290.4079895019531
288.12701416015625,273.96600341796875,287.3030090332031,274.7959899902344,15264300,274.7959899902344
279.63800048828125,265.03900146484375,274.6080017089844,265.6600036621094,18200800,265.6600036621094
272.2030029296875,265.20001220703125,266.14599609375,267.7959899902344,18880300,267.7959899902344
268.2770080566406,219.906005859375,267.3940124511719,225.86099243164062,72843904,225.86099243164062
223.8939971923828,171.50999450683594,223.8939971923828,178.10299682617188,97638704,178.10299682617188
229.06700134277344,176.89700317382812,176.89700317382812,209.843994140625,81773504,209.843994140625
221.59100341796875,199.77099609375,209.07000732421875,208.0970001220703,38421000,208.0970001220703
211.7310028076172,194.875,207.83399963378906,199.25999450683594,23469700,199.25999450683594
218.69500732421875,194.50599670410156,200.0500030517578,210.33900451660156,30085100,210.33900451660156
216.72799682617188,207.3179931640625,211.4709930419922,214.86099243164062,18658300,214.86099243164062
215.24099731445312,205.1529998779297,212.90699768066406,211.31500244140625,24051100,211.31500244140625
227.78799438476562,211.21200561523438,211.3780059814453,226.89700317382812,29924600,226.89700317382812
237.0189971923828,226.4340057373047,227.32200622558594,233.406005859375,33544600,233.406005859375
234.84500122070312,225.1959991455078,233.51699829101562,232.87899780273438,24621700,232.87899780273438
248.2100067138672,230.02200317382812,232.6999969482422,247.8470001220703,24782500,247.8470001220703
255.07400512695312,243.88999938964844,247.3520050048828,253.71800231933594,33582700,253.71800231933594
309.3840026855469,254.07899475097656,254.07899475097656,273.4729919433594,106794000,273.4729919433594
275.4800109863281,250.6529998779297,273.1669921875,263.4750061035156,44399000,263.4750061035156
266.5350036621094,227.04600524902344,263.35101318359375,233.9149932861328,44352200,233.9149932861328
238.70599365234375,220.71200561523438,233.34800720214844,233.51300048828125,32213400,233.51300048828125
242.8509979248047,225.83900451660156,232.77200317382812,226.4250030517578,26605200,226.4250030517578
233.50399780273438,216.3090057373047,226.4409942626953,217.46400451660156,23348200,217.46400451660156
231.57400512695312,212.01499938964844,216.86700439453125,226.9720001220703,29128500,226.9720001220703
242.1750030517578,222.65899658203125,226.49099731445312,238.22900390625,30612100,238.22900390625
245.95700073242188,224.48300170898438,237.45399475097656,227.26800537109375,40783700,227.26800537109375
230.05799865722656,221.11300659179688,227.51100158691406,226.85299682617188,26594300,226.85299682617188
239.40499877929688,214.72500610351562,227.6649932861328,217.11099243164062,22516400,217.11099243164062
230.50999450683594,216.23199462890625,216.92300415039062,222.26600646972656,24435300,222.26600646972656
230.2989959716797,222.60699462890625,222.63299560546875,227.75399780273438,21604200,227.75399780273438
229.43800354003906,221.07699584960938,227.6929931640625,223.41200256347656,17145200,223.41200256347656
223.9770050048828,217.0189971923828,223.38900756835938,220.11000061035156,27791300,220.11000061035156
221.8070068359375,215.33200073242188,220.28199768066406,219.83900451660156,21115100,219.83900451660156
223.406005859375,218.07400512695312,219.73199462890625,219.18499755859375,17201900,219.18499755859375
222.19900512695312,217.61399841308594,219.20799255371094,221.76400756835938,15206200,221.76400756835938
240.25900268554688,221.26199340820312,221.968994140625,235.427001953125,42744400,235.427001953125
259.8080139160156,235.5279998779297,235.5279998779297,257.3210144042969,49732500,257.3210144042969
265.6109924316406,227.6840057373047,257.5069885253906,234.8249969482422,56552400,234.8249969482422
239.52099609375,229.02200317382812,234.8249969482422,233.84300231933594,28153700,233.84300231933594
245.77499389648438,232.31399536132812,233.4219970703125,243.61000061035156,27363100,243.61000061035156
244.25100708007812,232.33999633789062,243.77999877929688,236.3260040283203,25200800,236.3260040283203
242.6719970703125,235.5919952392578,236.41000366210938,240.2830047607422,18270500,240.2830047607422
247.1009979248047,239.2989959716797,240.25100708007812,243.7790069580078,23876700,243.7790069580078
255.32000732421875,243.1840057373047,243.7519989013672,244.53399658203125,12284200,244.53399658203125
246.39199829101562,233.8509979248047,244.54400634765625,235.9770050048828,19527000,235.9770050048828
240.10899353027344,232.42100524902344,235.9949951171875,238.89199829101562,16400000,238.89199829101562
239.9010009765625,236.40199279785156,238.9980010986328,238.73500061035156,14200400,238.73500061035156
239.33999633789062,235.52999877929688,238.88999938964844,237.47000122070312,11496200,237.47000122070312
237.7100067138672,234.2570037841797,237.33700561523438,236.42599487304688,13619400,236.42599487304688
256.65301513671875,236.43600463867188,236.43600463867188,253.8280029296875,44013900,253.8280029296875
254.69200134277344,249.47900390625,253.52000427246094,254.26300048828125,13949300,254.26300048828125
261.6600036621094,245.93299865722656,254.2830047607422,260.2019958496094,25213700,260.2019958496094
276.3009948730469,258.31298828125,260.35699462890625,275.6700134277344,40465700,275.6700134277344
285.7959899902344,268.1610107421875,275.0459899902344,281.7019958496094,50461300,281.7019958496094
284.2250061035156,268.1260070800781,281.989990234375,273.0920104980469,41383000,273.0920104980469
